price,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,Status,neworold,parking,Furnished_status,Lift,type_of_building
18500000.0,1175.0,19.057437,72.905785,2.0,2.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
28000000.0,983.0,19.03731,72.87871,2.0,2.0,3.0,Ready to Move,Resale,3.0,,3.0,Flat
12500000.0,1031.0,19.16885607,72.87786054,2.0,2.0,0.0,Ready to Move,Resale,0.0,,0.0,Flat
15500000.0,1255.0,19.1590077,72.86927109999999,2.0,2.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
36500000.0,1600.0,19.03731,72.87871,3.0,3.0,4.0,Ready to Move,Resale,4.0,,4.0,Flat
44500000.0,2500.0,19.0531452,72.902321,4.0,4.0,0.0,Ready to Move,Resale,0.0,,0.0,Flat
4850000.0,950.0,19.398905,72.84184,2.0,2.0,3.0,,New Property,3.0,Unfurnished,3.0,Flat
40599999.99999999,2800.0,19.183819,72.86111600000001,4.0,4.0,4.0,,New Property,4.0,Unfurnished,4.0,Flat
26000000.0,1350.0,19.02814292907715,72.87950134277344,2.0,2.0,1.0,Ready to Move,Resale,1.0,Semi-Furnished,1.0,Flat
41500000.0,2205.0,19.154783899999998,72.8540607,3.0,3.0,2.0,Ready to Move,Resale,2.0,Semi-Furnished,2.0,Individual House
60000000.0,1976.0,19.046912,72.90759,3.0,2.0,2.0,,New Property,2.0,Semi-Furnished,2.0,Flat
9420000.0,1060.0,19.2874366666667,72.877361,2.0,3.0,4.0,Ready to Move,New Property,4.0,,4.0,Flat
15200000.0,1084.0,19.058647,72.879248,2.0,2.0,0.0,Ready to Move,New Property,0.0,,0.0,Flat
26400000.0,1650.0,19.171175,72.94032800000001,3.0,3.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
14600000.0,913.0,19.241979999999998,72.83565,2.0,2.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
32500000.0,1034.0,19.2248756,72.86314300000001,3.0,3.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
27500000.0,1260.0,19.023906707763672,72.86747741699219,3.0,3.0,0.0,Ready to Move,Resale,0.0,Semi-Furnished,0.0,Flat
17500000.0,1175.0,19.043910999999998,72.89877800000001,2.0,2.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
17000000.0,1100.0,19.133092,72.93475,2.0,2.0,1.0,,New Property,1.0,Unfurnished,1.0,Flat
120000000.0,3000.0,19.138865,72.834731,6.0,4.0,2.0,Ready to Move,Resale,2.0,,2.0,Flat
30000000.0,1094.0,19.046959,72.915291,3.0,3.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
27000000.0,1550.0,19.1714,72.940339,3.0,3.0,3.0,,Resale,3.0,Unfurnished,3.0,Flat
15300000.0,1181.0,19.068051,72.89605,2.0,2.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
36000000.0,875.0,19.0175169,72.84711690000002,2.0,2.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
63000000.0,1669.0,19.081175,72.84143900000001,3.0,3.0,1.0,,New Property,1.0,Unfurnished,1.0,Flat
13400000.0,1035.0,19.10005168,72.88491275,2.0,2.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
55500000.0,1775.0,19.0787080118698,72.8402855073601,3.0,3.0,0.0,,New Property,0.0,Semi-Furnished,0.0,Flat
49000000.0,2252.0,18.99331,72.847938,3.0,3.0,0.0,,Resale,0.0,Semi-Furnished,0.0,Flat
22500000.0,1390.0,19.183819,72.86111600000001,2.0,2.0,3.0,Ready to Move,Resale,3.0,Unfurnished,3.0,Flat
18700000.0,1014.0,19.16668,72.94845,2.0,2.0,1.0,,New Property,1.0,Unfurnished,1.0,Flat
50000000.0,2000.0,19.13844,72.812187,3.0,3.0,2.0,Ready to Move,Resale,2.0,,2.0,Flat
21200000.0,1400.0,19.1709035,72.8510933,2.0,2.0,2.0,Ready to Move,Resale,2.0,Semi-Furnished,2.0,Flat
14900000.0,1350.0,19.263496,72.875621,3.0,3.0,5.0,,New Property,5.0,Unfurnished,5.0,Flat
12800000.0,1545.0,19.28217,72.87654,3.0,3.0,4.0,,New Property,4.0,Unfurnished,4.0,Flat
9600000.0,1055.0,19.265946,72.880409,2.0,2.0,4.0,,New Property,4.0,Unfurnished,4.0,Flat
55000000.0,1866.0,19.114625,72.88469599999999,4.0,6.0,1.0,,New Property,1.0,Unfurnished,1.0,Flat
13799999.999999998,1070.0,19.259014999999998,72.854824,2.0,2.0,1.0,,New Property,1.0,Unfurnished,1.0,Flat
16800000.0,1144.0,19.195988,72.868512,2.0,2.0,1.0,,Resale,1.0,Unfurnished,1.0,Flat
11700000.0,1200.0,19.281902,72.886296,3.0,3.0,3.0,,New Property,3.0,Unfurnished,3.0,Flat
10600000.0,690.0,19.136906,72.930603,2.0,2.0,0.0,,New Property,0.0,Semi-Furnished,0.0,Flat
30000000.0,1000.0,19.032798767089844,72.89635467529297,3.0,3.0,1.0,,New Property,1.0,Unfurnished,1.0,Flat
30500000.0,950.0,19.03039,72.85475,2.0,2.0,0.0,,New Property,0.0,Semi-Furnished,0.0,Flat
10400000.0,1024.0,19.263496,72.875621,2.0,2.0,3.0,,New Property,3.0,Semi-Furnished,3.0,Flat
34000000.0,1019.0,19.053375,72.897061,3.0,3.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
38800000.0,2377.0,19.18023681640625,72.85541534423828,3.0,3.0,4.0,,New Property,4.0,Unfurnished,4.0,Flat
29000000.0,1377.0,19.140335,72.8647155,3.0,2.0,2.0,,Resale,2.0,Semi-Furnished,2.0,Flat
25400000.0,1507.0,19.156373000000002,72.93894499999999,3.0,3.0,1.0,,New Property,1.0,Semi-Furnished,1.0,Flat
36000000.0,2250.0,19.139475,72.864462,3.0,4.0,1.0,,New Property,1.0,Unfurnished,1.0,Flat
13899999.999999998,1200.0,19.040232999999997,72.8601801,2.0,2.0,1.0,,New Property,1.0,Unfurnished,1.0,Flat
9000000.0,1071.0,19.273876,72.880675,2.0,2.0,3.0,,New Property,3.0,Semi-Furnished,3.0,Flat
17000000.0,1100.0,19.162992477416992,72.83930206298828,2.0,2.0,0.0,,Resale,0.0,Unfurnished,0.0,Flat
27800000.0,1600.0,19.171175,72.94032800000001,3.0,3.0,1.0,,New Property,1.0,Unfurnished,1.0,Flat
17000000.0,1190.0,19.1907193,72.8618457,2.0,2.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
18000000.0,950.0,19.057437,72.905785,2.0,2.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
29600000.0,1600.0,19.21104,72.869411,3.0,2.0,1.0,,New Property,1.0,Unfurnished,1.0,Flat
56400000.0,2068.0,19.100385665893555,72.8504638671875,3.0,3.0,0.0,Ready to Move,New Property,0.0,Semi-Furnished,0.0,Flat
340000000.0,8000.0,19.0166667,72.8166667,5.0,6.0,1.0,,New Property,1.0,Unfurnished,1.0,Flat
26700000.0,2017.0,19.1657808,72.934534,3.0,3.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
60000000.0,1800.0,19.098821,72.8320717,3.0,3.0,3.0,Ready to Move,Resale,3.0,Semi-Furnished,3.0,Flat
33500000.0,1540.0,19.123708999999998,72.89286700000001,3.0,3.0,1.0,,New Property,1.0,Semi-Furnished,1.0,Flat
54000000.0,3018.0,19.1746739,72.94310379999999,4.0,5.0,1.0,,New Property,1.0,Unfurnished,1.0,Flat
29000000.0,1800.0,19.157602,72.945243,3.0,3.0,1.0,,New Property,1.0,Semi-Furnished,1.0,Flat
8200000.0,1062.0,19.280103,72.8794099,2.0,2.0,4.0,,New Property,4.0,Unfurnished,4.0,Flat
230000000.0,4600.0,19.008290300000002,72.8201324,4.0,4.0,2.0,,New Property,2.0,Semi-Furnished,2.0,Flat
18100000.0,1200.0,19.12258624,72.86705,2.0,2.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
29000000.0,894.0,19.031132,72.843476,2.0,2.0,0.0,,New Property,0.0,Semi-Furnished,0.0,Flat
73000000.0,2410.0,19.100385,72.850466,4.0,4.0,1.0,,New Property,1.0,Unfurnished,1.0,Flat
14400000.0,1050.0,19.040232999999997,72.8601801,2.0,2.0,1.0,,New Property,1.0,Semi-Furnished,1.0,Flat
7730000.0,1031.0,19.282975,72.87361800000001,2.0,2.0,4.0,,New Property,4.0,Unfurnished,4.0,Flat
8170000.0,974.0,19.2834,72.886291,2.0,2.0,4.0,,New Property,4.0,Semi-Furnished,4.0,Flat
8300000.0,1013.0,19.2834,72.886291,2.0,2.0,4.0,,New Property,4.0,Unfurnished,4.0,Flat
23500000.0,850.0,19.166970000000003,72.83154,2.0,2.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
81000000.0,2340.0,19.004529021432425,72.8311680180356,4.0,4.0,0.0,,New Property,0.0,Semi-Furnished,0.0,Flat
7800000.0,1013.0,19.2834,72.886291,2.0,2.0,4.0,,New Property,4.0,Furnished,4.0,Flat
33500000.0,1450.0,19.12419,72.83021,3.0,3.0,0.0,,New Property,0.0,Semi-Furnished,0.0,Flat
15000000.0,676.0,19.07906913757324,72.90797424316406,2.0,2.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
8280000.0,974.0,19.2834,72.886291,2.0,2.0,4.0,,New Property,4.0,Unfurnished,4.0,Flat
18400000.0,990.0,19.1590077,72.86927109999999,2.0,2.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
22500000.0,1000.0,19.043910999999998,72.89877800000001,2.0,2.0,0.0,,New Property,0.0,Semi-Furnished,0.0,Flat
8460000.0,1045.0,19.285007,72.871962,2.0,2.0,4.0,,New Property,4.0,Unfurnished,4.0,Flat
22100000.0,1330.0,19.220760345458984,72.85809326171875,2.0,2.0,2.0,,New Property,2.0,Unfurnished,2.0,Flat
12600000.0,1100.0,19.263496,72.875621,2.0,2.0,4.0,,New Property,4.0,Semi-Furnished,4.0,Flat
5580000.0,915.0,19.35926793,72.85687374,2.0,2.0,4.0,,New Property,4.0,Unfurnished,4.0,Flat
23500000.0,1210.0,19.1629924,72.83930190000001,2.0,3.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
32000000.0,961.0,19.113713100000002,72.86100970000001,2.0,3.0,3.0,,New Property,3.0,Semi-Furnished,3.0,Flat
38300000.0,1600.0,19.1629924,72.83930190000001,3.0,3.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
17500000.0,1050.0,19.1184266,72.8958535,2.0,2.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
14500000.0,900.0,19.191485,72.83739,2.0,2.0,1.0,,Resale,1.0,Unfurnished,1.0,Flat
20100000.0,1131.0,19.141977999999998,72.812312,2.0,2.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
7200000.0,850.0,19.280031,72.883798,2.0,2.0,3.0,,New Property,3.0,Semi-Furnished,3.0,Flat
14400000.0,1000.0,19.1859,72.84037,2.0,2.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
15100000.0,727.0,19.190379999999998,72.83293,2.0,2.0,1.0,,New Property,1.0,Unfurnished,1.0,Flat
35000000.0,806.0,19.022622,72.858387,2.0,2.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
46500000.0,1750.0,19.006180342037002,72.8286779623475,3.0,3.0,0.0,Ready to Move,Resale,0.0,,0.0,Flat
15000000.0,1500.0,19.204983,72.824373,2.0,2.0,4.0,,Resale,4.0,Unfurnished,4.0,Flat
13600000.000000002,910.0,19.1746739,72.94310379999999,2.0,2.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
18500000.0,1000.0,19.07907,72.907976,2.0,2.0,0.0,,Resale,0.0,Unfurnished,0.0,Flat
8500000.0,974.0,19.2834,72.886291,2.0,2.0,3.0,,New Property,3.0,Unfurnished,3.0,Flat
25000000.0,800.0,19.05861,72.84431,2.0,2.0,2.0,,New Property,2.0,Unfurnished,2.0,Flat
60000000.0,1316.0,19.046912,72.90759,3.0,3.0,5.0,,New Property,5.0,Unfurnished,5.0,Flat
28000000.0,1513.0,19.110616,72.856052,3.0,3.0,1.0,Ready to Move,Resale,1.0,Unfurnished,1.0,Flat
65000000.0,2300.0,19.04094,72.86528100000001,4.0,5.0,0.0,,Resale,0.0,Semi-Furnished,0.0,Flat
12000000.0,860.0,19.202279,72.82840999999999,2.0,2.0,0.0,,New Property,0.0,Furnished,0.0,Flat
65599999.99999999,1914.0,19.0166667,72.8166667,3.0,3.0,2.0,,New Property,2.0,Unfurnished,2.0,Flat
50000000.0,2303.0,18.99331,72.847938,3.0,3.0,0.0,,Resale,0.0,Unfurnished,0.0,Flat
28900000.0,1700.0,19.136807,72.930675,3.0,3.0,0.0,,New Property,0.0,Semi-Furnished,0.0,Flat
18000000.0,1157.0,19.12998,72.933221,2.0,2.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
55000000.0,1500.0,19.0815087,72.8376755,3.0,3.0,0.0,,New Property,0.0,Semi-Furnished,0.0,Flat
21000000.0,1050.0,19.12882804870605,72.8330078125,2.0,2.0,0.0,Ready to Move,Resale,0.0,Unfurnished,0.0,Flat
12600000.0,925.0,19.043910999999998,72.89877800000001,2.0,2.0,1.0,,New Property,1.0,Unfurnished,1.0,Flat
9360000.0,585.0,19.1746739,72.94310379999999,2.0,2.0,3.0,,New Property,3.0,Unfurnished,3.0,Flat
17500000.0,1075.0,19.111397,72.90142800000001,2.0,2.0,1.0,,New Property,1.0,Unfurnished,1.0,Flat
9220000.0,1160.0,19.293649,72.865711,2.0,2.0,4.0,,New Property,4.0,Semi-Furnished,4.0,Flat
15100000.0,764.0,19.131688,72.840701,2.0,2.0,0.0,,New Property,0.0,Semi-Furnished,0.0,Flat
18500000.0,667.0,19.118157,72.856716,2.0,2.0,1.0,,New Property,1.0,Semi-Furnished,1.0,Flat
19500000.0,1030.0,19.123708999999998,72.89286700000001,2.0,2.0,3.0,,New Property,3.0,Unfurnished,3.0,Flat
11900000.0,1060.0,19.202279,72.82840999999999,2.0,2.0,0.0,,New Property,0.0,Furnished,0.0,Flat
24400000.0,980.0,19.1746739,72.94310379999999,3.0,3.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
29000000.0,1670.0,19.1746739,72.94310379999999,3.0,3.0,0.0,,Resale,0.0,Unfurnished,0.0,Flat
28000000.0,1200.0,19.03731,72.87871,2.0,2.0,2.0,,New Property,2.0,Semi-Furnished,2.0,Flat
22500000.0,1250.0,19.133092,72.93475,3.0,3.0,1.0,,New Property,1.0,Semi-Furnished,1.0,Flat
26500000.0,1050.0,19.073390300000003,72.8654319,2.0,2.0,0.0,Ready to Move,New Property,0.0,,0.0,Flat
18000000.0,998.0,19.122307,72.89599270000001,2.0,2.0,0.0,Ready to Move,Resale,0.0,,0.0,Flat
31000000.0,1156.0,19.0937492,72.922604,2.0,2.0,2.0,Ready to Move,Resale,2.0,,2.0,Flat
20500000.0,1350.0,19.10919095,72.88469140000001,2.0,2.0,0.0,Ready to Move,Resale,0.0,,0.0,Flat
50000000.0,1400.0,19.0038320445835,72.8505157603601,3.0,3.0,3.0,Ready to Move,Resale,3.0,,3.0,Flat
33000000.0,1000.0,19.13832,72.81002,2.0,2.0,0.0,Ready to Move,Resale,0.0,,0.0,Flat
13700000.000000002,960.0,19.167625,72.842016,2.0,2.0,0.0,,New Property,0.0,Unfurnished,0.0,Flat
17500000.0,900.0,19.211561,72.87060799999999,2.0,2.0,0.0,Ready to Move,Resale,0.0,,0.0,Flat
47000000.0,1900.0,19.0051754,72.8498377,3.0,3.0,0.0,Ready to Move,New Property,0.0,Semi-Furnished,0.0,Flat
16000000.0,1100.0,19.1981206009705,72.8781756998955,3.0,3.0,0.0,Ready to Move,New Property,0.0,,0.0,Individual House
21000000.0,1307.0,19.183819,72.86111600000001,2.0,2.0,2.0,Ready to Move,Resale,2.0,,2.0,Flat
26500000.0,1100.0,19.043910999999998,72.89877800000001,2.0,2.0,0.0,Ready to Move,Resale,0.0,Semi-Furnished,0.0,Flat
35000000.0,1200.0,19.08147,72.86251,3.0,3.0,2.0,Ready to Move,New Property,2.0,Semi-Furnished,2.0,Flat
28500000.0,1680.0,19.183819,72.86111600000001,3.0,3.0,4.0,Ready to Move,Resale,4.0,,4.0,Flat
25000000.0,1300.0,19.191119,72.83116,3.0,3.0,0.0,Ready to Move,New Property,0.0,,0.0,Flat
22000000.0,1050.0,19.11559447,72.90996700000001,2.0,2.0,0.0,Ready to Move,Resale,0.0,,0.0,Flat
55000000.0,2275.0,19.07907,72.907976,5.0,4.0,2.0,Ready to Move,Resale,2.0,Furnished,2.0,Flat
26500000.0,1360.0,19.1066926049648,72.898956721924,3.0,2.0,1.0,Ready to Move,Resale,1.0,,1.0,Flat
22500000.0,850.0,19.129776800000002,72.8330161,2.0,2.0,0.0,Ready to Move,Resale,0.0,,0.0,Flat
29000000.0,1430.0,19.12238883972168,72.86602783203125,3.0,3.0,1.0,Ready to Move,Resale,1.0,Unfurnished,1.0,Flat
13799999.999999998,850.0,19.207601,72.879171,2.0,2.0,0.0,,New Property,0.0,Semi-Furnished,0.0,Flat
100000000.0,5250.0,19.1159480538682,72.9011718309236,4.0,5.0,4.0,Ready to Move,Resale,4.0,,4.0,Flat
80000000.0,1600.0,19.0815087,72.8376755,3.0,4.0,1.0,Ready to Move,Resale,1.0,,1.0,Flat
52500000.0,1500.0,19.100385665893555,72.8504638671875,3.0,3.0,0.0,Ready to Move,New Property,0.0,Semi-Furnished,0.0,Flat
25500000.0,1313.0,19.107616424560547,72.89891815185547,3.0,2.0,1.0,Ready to Move,Resale,1.0,Unfurnished,1.0,Flat
61800000.0,2500.0,19.043910999999998,72.89877800000001,3.0,3.0,1.0,Ready to Move,Resale,1.0,Unfurnished,1.0,Flat
38000000.0,1157.0,19.006180342037002,72.8286779623475,2.0,2.0,0.0,Ready to Move,Resale,0.0,,0.0,Flat
48500000.0,1100.0,19.06680489,72.85129455,3.0,3.0,0.0,Ready to Move,New Property,0.0,,0.0,Flat
29000000.0,1550.0,19.046411,72.91576500000001,3.0,3.0,0.0,Ready to Move,Resale,0.0,,0.0,Flat
18000000.0,980.0,19.075029373168945,72.90982055664062,2.0,2.0,0.0,Ready to Move,Resale,0.0,Unfurnished,0.0,Flat
107500000.0,3000.0,19.11740493774414,72.91024780273438,4.0,6.0,3.0,Ready to Move,Resale,3.0,Unfurnished,3.0,Flat
21000000.0,1100.0,19.155994,72.847275,3.0,3.0,1.0,Ready to Move,New Property,1.0,,1.0,Flat
18500000.0,955.0,19.02935005594641,72.88030444699154,2.0,2.0,1.0,Ready to Move,Resale,1.0,,1.0,Flat
47000000.0,1100.0,18.914451599121094,72.82052612304688,2.0,2.0,1.0,Ready to Move,Resale,1.0,Unfurnished,1.0,Flat
105000000.0,2200.0,19.070726,72.836127,4.0,4.0,0.0,Ready to Move,Resale,0.0,Semi-Furnished,0.0,Flat
56000000.0,2700.0,19.107617,72.898917,6.0,4.0,2.0,Ready to Move,Resale,2.0,,2.0,Flat
17500000.0,915.0,19.217309263073002,72.8705672146112,2.0,2.0,2.0,Ready to Move,Resale,2.0,,2.0,Flat
38000000.0,2000.0,19.1228392525584,72.88452963231741,4.0,4.0,2.0,Ready to Move,Resale,2.0,,2.0,Flat
14300000.0,875.0,19.166695999999998,72.937422,2.0,2.0,0.0,Ready to Move,Resale,0.0,,0.0,Flat
16900000.0,880.0,19.20393269,72.82766012,2.0,3.0,0.0,Ready to Move,Resale,0.0,,0.0,Flat
17500000.0,1200.0,19.158664,72.94725240000001,2.0,2.0,3.0,Ready to Move,Resale,3.0,,3.0,Flat
24200000.0,1435.0,19.03731,72.87871,2.0,2.0,3.0,Ready to Move,Resale,3.0,Semi-Furnished,3.0,Flat
35000000.0,1650.0,19.169705,72.853001,3.0,3.0,0.0,Ready to Move,Resale,0.0,,0.0,Flat
18500000.0,1046.0,19.0799983,72.8545019,2.0,2.0,0.0,Ready to Move,Resale,0.0,Unfurnished,0.0,Flat
15900000.0,1104.0,19.149900436401367,72.93113708496094,2.0,2.0,0.0,Ready to Move,Resale,0.0,Semi-Furnished,0.0,Flat
38500000.0,1150.0,19.07072639465332,72.83612823486328,2.0,2.0,1.0,Ready to Move,New Property,1.0,Unfurnished,1.0,Flat
27500000.0,1150.0,19.05634,72.91731999999999,2.0,2.0,0.0,Ready to Move,Resale,0.0,,0.0,Flat
175000000.0,1800.0,19.0575768,72.8269828,4.0,5.0,4.0,Ready to Move,Resale,4.0,,4.0,Flat
13500000.0,850.0,18.94813,72.82735,3.0,2.0,0.0,Ready to Move,Resale,0.0,Semi-Furnished,0.0,Flat
49900000.0,1850.0,19.057928,72.900514,4.0,4.0,0.0,Ready to Move,New Property,0.0,,0.0,Flat
12500000.0,850.0,19.2783121,72.8580188,2.0,2.0,1.0,Ready to Move,Resale,1.0,,1.0,Flat
22000000.0,1250.0,19.1590077,72.86927109999999,2.0,2.0,0.0,Ready to Move,New Property,0.0,,0.0,Flat
22000000.0,1250.0,19.1590077,72.86927109999999,2.0,2.0,1.0,Ready to Move,Resale,1.0,,1.0,Flat
19500000.0,1296.0,19.064638199999997,72.8958265,3.0,2.0,1.0,Ready to Move,Resale,1.0,,1.0,Flat
21500000.0,1200.0,19.10919095,72.88469140000001,2.0,2.0,0.0,Ready to Move,Resale,0.0,,0.0,Flat
28000000.0,1150.0,19.01751708984375,72.84711456298828,2.0,3.0,1.0,Ready to Move,Resale,1.0,Unfurnished,1.0,Flat
29000000.0,1565.0,19.128953,72.9298045,3.0,2.0,2.0,Ready to Move,Resale,2.0,,2.0,Flat
22000000.0,1150.0,19.1345125,72.86339834,2.0,2.0,0.0,,Resale,0.0,Unfurnished,0.0,Flat
32500000.0,1755.0,19.191842,72.83458123,3.0,4.0,0.0,,Resale,0.0,Unfurnished,0.0,Flat
22500000.0,1304.0,19.114625,72.88469599999999,2.0,2.0,1.0,Ready to Move,Resale,1.0,,1.0,Flat
48000000.0,2175.0,19.122307,72.89599270000001,3.0,4.0,1.0,Ready to Move,Resale,1.0,,1.0,Flat
40000000.0,1000.0,18.944761,72.793639,2.0,3.0,0.0,Ready to Move,Resale,0.0,Furnished,0.0,Flat
33000000.0,1200.0,19.12418937683105,72.83020782470703,2.0,2.0,3.0,Ready to Move,Resale,3.0,Unfurnished,3.0,Individual House
14500000.0,811.0,19.04267,72.87111,2.0,2.0,0.0,Ready to Move,Resale,0.0,Semi-Furnished,0.0,Flat
180000000.0,3500.0,19.098821,72.8320717,4.0,5.0,2.0,Ready to Move,New Property,2.0,,2.0,Flat
12000000.0,810.0,19.159226,72.932291,2.0,2.0,0.0,Ready to Move,Resale,0.0,,0.0,Flat
19000000.0,700.0,19.032798767089844,72.89635467529297,2.0,2.0,1.0,Ready to Move,New Property,1.0,Semi-Furnished,1.0,Flat
25300000.0,1450.0,19.181124,72.839798,3.0,3.0,0.0,Ready to Move,New Property,0.0,,0.0,Flat
18000000.0,1296.0,19.149900436401367,72.93113708496094,3.0,3.0,1.0,Ready to Move,Resale,1.0,Furnished,1.0,Flat
